"Date","[0 - 0.001) coins","[0.001 - 0.01) coins","[0.01 - 0.1) coins","[0.1 - 1) coins","[1 - 10) coins","[10 - 100) coins","[100 - 1,000) coins","[1,000 - 10,000) coins","[10,000 - 100,000) coins","[100,000  - 1,000,000) coins","[1,000,000 - 10,000,000) coins","[10,000,000 - infinity) coins"
"2019-12-21T00:00:00.000Z","4722","2403","4597","10181","7652","13544","26105","8958","2970","346","40","8"
"2019-12-22T00:00:00.000Z","4739","2407","4605","10206","7663","13567","26164","8963","2968","345","41","8"
"2019-12-23T00:00:00.000Z","4752","2422","4616","10222","7669","13556","26181","8964","2968","347","41","8"
"2019-12-24T00:00:00.000Z","4765","2427","4630","10243","7702","13579","26186","8961","2969","348","40","8"
"2019-12-25T00:00:00.000Z","4776","2431","4636","10258","7734","13602","26220","8974","2970","346","40","8"
"2019-12-26T00:00:00.000Z","4784","2437","4643","10268","7756","13661","26239","8980","2973","349","39","8"
"2019-12-27T00:00:00.000Z","4803","2446","4649","10296","7762","13688","26286","8976","2970","350","39","8"
"2019-12-28T00:00:00.000Z","4823","2450","4660","10313","7780","13722","26320","8988","2971","350","39","8"
"2019-12-29T00:00:00.000Z","4831","2452","4667","10338","7796","13778","26365","9003","2974","349","39","8"
"2019-12-30T00:00:00.000Z","4846","2456","4681","10361","7818","13812","26408","8994","2977","349","39","8"
"2019-12-31T00:00:00.000Z","4861","2459","4691","10384","7827","13863","26467","9005","2981","347","39","8"
"2020-01-01T00:00:00.000Z","4871","2466","4699","10402","7848","13884","26513","9011","2982","347","39","8"
"2020-01-02T00:00:00.000Z","4885","2480","4707","10419","7875","13916","26584","9024","2985","348","39","8"
"2020-01-03T00:00:00.000Z","4897","2485","4713","10461","7887","13954","26616","9039","2982","346","39","8"
"2020-01-04T00:00:00.000Z","4907","2490","4721","10465","7901","13982","26666","9053","2975","347","39","8"
"2020-01-05T00:00:00.000Z","4918","2496","4724","10485","7928","14040","26721","9073","2971","347","39","8"
"2020-01-06T00:00:00.000Z","4936","2504","4729","10510","7934","14099","26763","9084","2977","344","39","8"
"2020-01-07T00:00:00.000Z","4951","2507","4739","10525","7970","14183","26844","9076","2977","346","39","8"
"2020-01-08T00:00:00.000Z","4981","2522","4762","10563","7992","14276","26914","9096","2981","345","39","8"
"2020-01-09T00:00:00.000Z","5010","2543","4785","10605","7999","14235","26958","9106","2984","344","39","8"
"2020-01-10T00:00:00.000Z","5041","2565","4799","10622","8042","14283","27042","9138","2978","344","39","8"
"2020-01-11T00:00:00.000Z","5072","2579","4811","10649","8069","14338","27090","9142","2979","347","39","8"
"2020-01-12T00:00:00.000Z","5109","2585","4814","10671","8102","14409","27154","9159","2976","347","39","8"
"2020-01-13T00:00:00.000Z","5121","2591","4827","10687","8126","14460","27211","9171","2976","348","40","8"
"2020-01-14T00:00:00.000Z","5158","2610","4855","10725","8155","14564","27285","9182","2984","345","39","8"
"2020-01-15T00:00:00.000Z","5189","2625","4890","10756","8190","14652","27333","9202","2982","345","39","8"
"2020-01-16T00:00:00.000Z","5219","2634","4902","10777","8228","14716","27401","9214","2978","344","39","8"
"2020-01-17T00:00:00.000Z","5259","2651","4921","10834","8267","14706","27463","9227","2979","343","39","8"
"2020-01-18T00:00:00.000Z","5284","2665","4946","10874","8300","14782","27566","9229","2983","340","40","8"
"2020-01-19T00:00:00.000Z","5318","2676","4962","10908","8313","14867","27654","9257","2982","340","40","8"
"2020-01-20T00:00:00.000Z","5342","2684","4970","10939","8332","14940","27714","9280","2979","340","41","8"
"2020-01-21T00:00:00.000Z","5370","2701","4991","10958","8322","14837","27695","9262","2972","341","41","8"
"2020-01-22T00:00:00.000Z","5396","2714","5006","10990","8336","14924","27737","9273","2973","342","40","8"
"2020-01-23T00:00:00.000Z","5407","2734","5021","11027","8337","14953","27777","9262","2971","343","40","8"
"2020-01-24T00:00:00.000Z","5421","2748","5033","11049","8351","14989","27859","9278","2974","342","40","8"
"2020-01-25T00:00:00.000Z","5460","2763","5028","11080","8340","15042","27908","9291","2973","343","39","8"
"2020-01-26T00:00:00.000Z","5484","2777","5041","11104","8344","15103","27981","9291","2977","341","39","8"
"2020-01-27T00:00:00.000Z","5511","2788","5052","11129","8352","15153","28063","9303","2979","341","39","8"
"2020-01-28T00:00:00.000Z","5539","2801","5073","11163","8362","15225","28123","9306","2977","341","39","8"
"2020-01-29T00:00:00.000Z","5561","2817","5088","11196","8380","15288","28205","9331","2988","340","39","8"
"2020-01-30T00:00:00.000Z","5602","2827","5108","11232","8394","15330","28252","9332","2993","337","39","8"
"2020-01-31T00:00:00.000Z","5628","2840","5125","11258","8434","15312","28314","9336","2989","339","39","8"
"2020-02-01T00:00:00.000Z","5657","2851","5128","11301","8452","15401","28356","9337","2989","340","39","8"
"2020-02-02T00:00:00.000Z","5670","2871","5144","11327","8471","15506","28446","9351","2992","339","39","8"
"2020-02-03T00:00:00.000Z","5697","2881","5152","11361","8474","15561","28502","9367","2989","336","40","8"
"2020-02-04T00:00:00.000Z","5728","2894","5168","11406","8497","15672","28572","9375","2987","337","40","8"
"2020-02-05T00:00:00.000Z","5746","2907","5190","11426","8519","15765","28600","9377","2992","337","40","8"
"2020-02-06T00:00:00.000Z","5766","2918","5212","11471","8563","15847","28703","9355","2989","338","40","8"
"2020-02-07T00:00:00.000Z","5818","2936","5239","11561","8610","16031","28849","9416","2991","340","39","8"
"2020-02-08T00:00:00.000Z","5845","2956","5259","11615","8656","16133","28959","9422","3003","338","38","8"
"2020-02-09T00:00:00.000Z","5877","2977","5280","11687","8700","16238","29013","9432","2994","340","38","8"
"2020-02-10T00:00:00.000Z","5926","2994","5291","11737","8757","16373","29058","9436","2999","341","37","8"
"2020-02-11T00:00:00.000Z","5999","3031","5322","11820","8834","16610","29239","9466","3002","339","38","8"
"2020-02-12T00:00:00.000Z","6081","3068","5361","11973","8970","16612","29400","9482","3008","338","38","9"
"2020-02-13T00:00:00.000Z","6158","3088","5401","12055","8993","16670","29496","9486","2997","339","38","9"
"2020-02-14T00:00:00.000Z","6210","3109","5438","12139","9079","16853","29661","9530","2998","338","39","9"
"2020-02-15T00:00:00.000Z","6278","3148","5471","12228","9156","17076","29885","9569","2999","335","39","9"
"2020-02-16T00:00:00.000Z","6341","3175","5512","12284","9231","17352","30000","9594","2999","335","40","9"
"2020-02-17T00:00:00.000Z","6411","3195","5543","12385","9285","17314","30178","9589","2996","336","40","9"
"2020-02-18T00:00:00.000Z","6463","3221","5573","12467","9348","17455","30312","9629","2998","337","40","9"
"2020-02-19T00:00:00.000Z","6523","3246","5623","12567","9352","17578","30429","9691","2991","336","40","9"
"2020-02-20T00:00:00.000Z","6586","3266","5644","12640","9396","17629","30530","9576","2987","334","41","9"
"2020-02-21T00:00:00.000Z","6614","3286","5655","12696","9452","17753","30619","9614","2982","332","41","9"
"2020-02-22T00:00:00.000Z","6669","3310","5678","12756","9474","17852","30696","9623","2978","333","42","9"
"2020-02-23T00:00:00.000Z","6711","3328","5692","12800","9507","18000","30794","9643","2972","335","41","9"
"2020-02-24T00:00:00.000Z","6781","3352","5719","12844","9564","18100","30877","9662","2971","335","40","9"
"2020-02-25T00:00:00.000Z","6867","3367","5738","12889","9561","18184","30935","9679","2976","332","41","9"
"2020-02-26T00:00:00.000Z","6924","3389","5776","12962","9614","18282","31024","9709","2973","333","41","9"
"2020-02-27T00:00:00.000Z","6967","3416","5800","13027","9634","18445","31166","9744","2985","335","40","9"
"2020-02-28T00:00:00.000Z","7017","3436","5812","13094","9703","18523","31204","9751","2974","335","40","9"
"2020-02-29T00:00:00.000Z","7062","3459","5838","13164","9781","18677","31320","9770","2968","335","41","9"
"2020-03-01T00:00:00.000Z","7104","3475","5864","13208","9776","18730","31390","9777","2986","333","41","9"
"2020-03-02T00:00:00.000Z","7154","3496","5876","13257","9827","18602","31466","9799","2970","334","40","9"
"2020-03-03T00:00:00.000Z","7203","3516","5886","13313","9930","18763","31604","9827","2978","334","39","9"
"2020-03-04T00:00:00.000Z","7285","3538","5931","13402","9983","18888","31779","9854","2978","334","39","9"
"2020-03-05T00:00:00.000Z","7361","3563","5966","13493","10050","19125","31934","9873","2985","333","39","9"
"2020-03-06T00:00:00.000Z","7412","3591","5990","13553","10094","18989","32010","9903","2983","334","39","9"
"2020-03-07T00:00:00.000Z","7453","3604","6017","13595","10123","19046","32114","9927","2996","334","38","9"
"2020-03-08T00:00:00.000Z","7477","3622","6041","13650","10190","19171","32275","9959","3008","331","38","9"
"2020-03-09T00:00:00.000Z","7519","3632","6065","13744","10212","19275","32368","9961","3002","333","38","9"
"2020-03-10T00:00:00.000Z","7569","3646","6090","13791","10252","19416","32467","9984","3000","331","39","9"
"2020-03-11T00:00:00.000Z","7616","3660","6106","13827","10306","19453","32540","9984","2997","330","39","9"
"2020-03-12T00:00:00.000Z","7631","3685","6162","13929","10457","19657","32790","10116","2975","319","39","9"
"2020-03-13T00:00:00.000Z","7654","3721","6215","14060","10607","19905","33106","10085","2970","315","40","9"
"2020-03-14T00:00:00.000Z","7705","3738","6255","14102","10696","20041","33225","10056","2946","311","42","9"
"2020-03-15T00:00:00.000Z","7742","3759","6292","14181","10789","20152","33316","10048","2919","310","43","9"
"2020-03-16T00:00:00.000Z","7783","3784","6341","14261","10874","20282","33516","10039","2865","308","41","9"
"2020-03-17T00:00:00.000Z","7821","3799","6368","14334","10921","20392","33687","10058","2861","309","41","9"
"2020-03-18T00:00:00.000Z","7852","3810","6401","14370","10961","20492","33818","10081","2866","304","43","9"
"2020-03-19T00:00:00.000Z","7909","3845","6453","14438","10959","20689","34073","10164","2884","308","41","9"
"2020-03-20T00:00:00.000Z","7964","3869","6490","14496","10954","20622","34132","10164","2890","304","42","9"
"2020-03-21T00:00:00.000Z","8006","3881","6504","14522","10937","20547","34110","10182","2892","301","43","8"
"2020-03-22T00:00:00.000Z","8036","3893","6519","14555","10961","20657","34235","10212","2885","301","43","8"
"2020-03-23T00:00:00.000Z","8079","3907","6536","14600","11004","20763","34372","10241","2888","300","44","8"
"2020-03-24T00:00:00.000Z","8096","3931","6561","14631","11037","20923","34518","10282","2898","300","43","8"
"2020-03-25T00:00:00.000Z","8116","3950","6572","14661","11033","21060","34635","10310","2893","303","43","8"
"2020-03-26T00:00:00.000Z","8150","3961","6590","14685","11067","20919","34612","10323","2896","301","43","8"
"2020-03-27T00:00:00.000Z","8175","3960","6605","14743","11083","21054","34748","10366","2897","299","43","8"
"2020-03-28T00:00:00.000Z","8206","3971","6616","14774","11097","21148","34896","10365","2897","302","43","8"
"2020-03-29T00:00:00.000Z","8236","3988","6637","14830","11110","21252","35009","10399","2889","299","44","8"
"2020-03-30T00:00:00.000Z","8263","4003","6655","14872","11124","21318","35147","10406","2900","300","44","8"
"2020-03-31T00:00:00.000Z","8285","4020","6673","14900","11149","21433","35254","10467","2899","300","44","8"
"2020-04-01T00:00:00.000Z","8306","4027","6684","14928","11165","21531","35335","10490","2896","298","44","8"
"2020-04-02T00:00:00.000Z","8344","4040","6707","14959","11194","21637","35460","10509","2901","298","43","8"
"2020-04-03T00:00:00.000Z","8372","4050","6721","14996","11218","21717","35563","10528","2899","297","44","8"
"2020-04-04T00:00:00.000Z","8392","4057","6743","15032","11241","21640","35618","10553","2903","295","44","8"
"2020-04-05T00:00:00.000Z","8421","4061","6760","15062","11267","21715","35710","10562","2898","297","44","8"
"2020-04-06T00:00:00.000Z","8461","4069","6766","15101","11370","21820","35805","10594","2892","295","44","8"
"2020-04-07T00:00:00.000Z","8523","4086","6801","15163","11442","21968","35942","10621","2888","295","43","8"
"2020-04-08T00:00:00.000Z","8598","4105","6838","15218","11475","22093","36099","10632","2906","295","44","8"
"2020-04-09T00:00:00.000Z","8674","4135","6887","15281","11558","22336","36031","10590","2896","295","43","8"
"2020-04-10T00:00:00.000Z","8750","4160","6920","15341","11607","22480","36109","10619","2895","292","44","8"
"2020-04-11T00:00:00.000Z","8806","4171","6948","15405","11653","22398","36252","10649","2898","294","42","8"
"2020-04-12T00:00:00.000Z","8893","4191","6981","15477","11708","22593","36352","10659","2908","293","42","8"
"2020-04-13T00:00:00.000Z","8977","4210","7002","15550","11728","22751","36485","10643","2903","291","44","8"
"2020-04-14T00:00:00.000Z","9034","4221","7017","15620","11780","22924","36607","10656","2901","294","44","8"
"2020-04-15T00:00:00.000Z","9091","4235","7053","15694","11814","23069","36746","10676","2903","295","43","8"
"2020-04-16T00:00:00.000Z","9164","4247","7093","15747","11869","23212","36916","10724","2904","293","43","8"
"2020-04-17T00:00:00.000Z","9250","4263","7112","15823","11913","23356","37049","10749","2907","294","44","8"
"2020-04-18T00:00:00.000Z","9320","4294","7127","15894","11969","23560","37249","10761","2904","295","44","8"
"2020-04-19T00:00:00.000Z","9402","4314","7142","16003","12029","23709","37412","10800","2912","294","44","8"
"2020-04-20T00:00:00.000Z","9460","4344","7184","16062","12050","23861","37508","10867","2921","298","44","8"
"2020-04-21T00:00:00.000Z","9519","4358","7207","16092","12081","24043","37659","10917","2923","301","44","8"
"2020-04-22T00:00:00.000Z","9590","4386","7233","16138","12114","24214","37818","10972","2928","303","44","8"
"2020-04-23T00:00:00.000Z","9649","4410","7260","16204","12197","24424","37983","11060","2940","302","44","8"
"2020-04-24T00:00:00.000Z","9724","4438","7291","16263","12240","24624","38097","11115","2945","308","43","8"
"2020-04-25T00:00:00.000Z","9785","4454","7317","16320","12316","24806","38244","10935","2899","296","44","8"
"2020-04-26T00:00:00.000Z","9873","4470","7342","16401","12396","25004","38338","10987","2899","295","43","8"
"2020-04-27T00:00:00.000Z","9955","4486","7363","16478","12477","25147","38441","11042","2903","297","44","8"
"2020-04-28T00:00:00.000Z","9999","4505","7385","16519","12550","25320","38534","11055","2911","295","44","8"
"2020-04-29T00:00:00.000Z","10071","4530","7432","16603","12654","25517","38666","11085","2910","297","43","8"
"2020-04-30T00:00:00.000Z","10162","4550","7468","16677","12740","25742","38874","11102","2921","299","43","8"
"2020-05-01T00:00:00.000Z","10227","4581","7497","16720","12818","25981","38969","11102","2917","294","43","8"
"2020-05-02T00:00:00.000Z","10278","4604","7517","16768","12900","26146","38989","11110","2910","293","43","8"
"2020-05-03T00:00:00.000Z","10352","4624","7534","16813","12913","26314","39082","11144","2906","296","43","8"
"2020-05-04T00:00:00.000Z","10425","4649","7552","16863","12975","26475","39227","11194","2906","295","43","8"
"2020-05-05T00:00:00.000Z","10496","4665","7588","16923","13021","26644","39348","11225","2908","297","43","8"
"2020-05-06T00:00:00.000Z","10560","4693","7616","16984","13086","26827","39478","11270","2915","297","42","8"
"2020-05-07T00:00:00.000Z","10626","4715","7646","17054","13165","27079","39683","11037","2914","296","44","8"
"2020-05-08T00:00:00.000Z","10705","4751","7697","17103","13242","27371","39883","11058","2914","295","43","8"
"2020-05-09T00:00:00.000Z","10802","4788","7744","17192","13320","27646","40066","11081","2914","297","43","8"
"2020-05-10T00:00:00.000Z","10884","4829","7791","17269","13384","27886","40269","11102","2920","297","44","8"
"2020-05-11T00:00:00.000Z","10951","4857","7820","17344","13473","28153","40465","11147","2921","298","43","8"
"2020-05-12T00:00:00.000Z","11019","4885","7851","17393","13519","28380","40604","11173","2915","298","44","8"
"2020-05-13T00:00:00.000Z","11078","4906","7891","17458","13555","28565","40796","11197","2919","297","42","8"
"2020-05-14T00:00:00.000Z","11141","4927","7913","17530","13621","28770","40965","11214","2923","298","43","8"
"2020-05-15T00:00:00.000Z","11201","4956","7935","17598","13716","28989","41094","11236","2928","298","43","8"
"2020-05-16T00:00:00.000Z","11269","4982","7977","17668","13768","29191","41184","11230","2926","297","43","8"
"2020-05-17T00:00:00.000Z","11321","5004","8002","17706","13859","29369","41348","11230","2934","295","43","8"
"2020-05-18T00:00:00.000Z","11378","5036","8025","17780","13895","29595","41487","11258","2931","294","44","8"
"2020-05-19T00:00:00.000Z","11435","5067","8034","17821","13964","29780","41519","11289","2934","294","44","8"
"2020-05-20T00:00:00.000Z","11503","5089","8064","17886","14075","30041","41694","11339","2937","296","44","8"
"2020-05-21T00:00:00.000Z","11569","5117","8082","17947","14127","30218","41851","11365","2939","292","45","9"
"2020-05-22T00:00:00.000Z","11645","5144","8113","18003","14267","30416","42064","11409","2943","294","43","9"
"2020-05-23T00:00:00.000Z","11715","5161","8140","18047","14339","30596","42210","11382","2943","291","43","9"
"2020-05-24T00:00:00.000Z","11763","5178","8214","18115","14383","30780","42343","11419","2943","289","44","9"
"2020-05-25T00:00:00.000Z","11811","5196","8233","18192","14536","30926","42459","11428","2941","289","45","9"
"2020-05-26T00:00:00.000Z","11848","5219","8261","18231","14599","31085","42578","11438","2939","289","45","9"
"2020-05-27T00:00:00.000Z","11886","5235","8277","18274","14633","31232","42699","11455","2939","289","45","9"
"2020-05-28T00:00:00.000Z","11932","5257","8296","18311","14737","31372","42790","11477","2944","288","46","9"
"2020-05-29T00:00:00.000Z","12005","5283","8330","18367","14813","31475","42924","11528","2959","288","45","9"
"2020-05-30T00:00:00.000Z","12062","5304","8354","18439","14821","31530","43045","11555","2956","288","45","9"
"2020-05-31T00:00:00.000Z","12118","5328","8392","18500","14870","31666","43136","11565","2955","285","45","9"
"2020-06-01T00:00:00.000Z","12180","5355","8437","18585","14936","31816","43273","11597","2955","285","44","9"
"2020-06-02T00:00:00.000Z","12249","5388","8466","18671","15018","32011","43440","11613","2954","286","44","9"
"2020-06-03T00:00:00.000Z","12288","5406","8493","18753","15063","32137","43535","11633","2956","283","44","9"
"2020-06-04T00:00:00.000Z","12349","5418","8521","18834","15185","32274","43673","11685","2952","283","44","9"
"2020-06-05T00:00:00.000Z","12403","5440","8557","18900","15251","32417","43755","11744","2955","282","44","9"
"2020-06-06T00:00:00.000Z","12451","5459","8589","18949","15265","32578","43866","11780","2956","284","44","9"
"2020-06-07T00:00:00.000Z","12512","5478","8616","19008","15308","32694","43972","11790","2955","284","44","9"
"2020-06-08T00:00:00.000Z","12565","5497","8663","19102","15327","32847","44125","11814","2955","285","43","9"
"2020-06-09T00:00:00.000Z","12630","5516","8689","19162","15377","33018","44279","11816","2961","284","43","9"
"2020-06-10T00:00:00.000Z","12708","5534","8717","19239","15424","33185","44421","11829","2965","284","44","9"
"2020-06-11T00:00:00.000Z","12785","5564","8750","19322","15448","33401","44588","11846","2964","283","45","9"
"2020-06-12T00:00:00.000Z","12824","5578","8783","19381","15534","33553","44769","11873","2967","283","46","9"
"2020-06-13T00:00:00.000Z","12875","5597","8813","19448","15543","33682","44884","11891","2973","283","46","9"
"2020-06-14T00:00:00.000Z","12915","5623","8840","19499","15592","33752","44955","11894","2973","282","46","9"
"2020-06-15T00:00:00.000Z","12953","5637","8872","19549","15630","33911","45112","11966","2984","282","45","9"
"2020-06-16T00:00:00.000Z","13006","5655","8901","19593","15639","34040","45279","11970","2982","282","45","9"
"2020-06-17T00:00:00.000Z","13042","5669","8923","19630","15653","34128","45325","11981","2980","280","45","9"
"2020-06-18T00:00:00.000Z","13086","5688","8948","19688","15697","34270","45431","11996","2976","282","45","9"
"2020-06-19T00:00:00.000Z","13125","5708","8982","19746","15718","34414","45538","12059","2973","283","45","9"
"2020-06-20T00:00:00.000Z","13164","5720","9017","19809","15792","34228","45649","12099","2967","281","46","9"
"2020-06-21T00:00:00.000Z","13202","5738","9040","19889","15820","34297","45729","12124","2958","282","46","9"
"2020-06-22T00:00:00.000Z","13243","5754","9077","19965","15884","34444","45838","12178","2962","281","45","9"
"2020-06-23T00:00:00.000Z","13294","5777","9137","20075","16023","34671","46080","12231","2962","286","44","9"
"2020-06-24T00:00:00.000Z","13361","5803","9185","20185","16131","34858","46233","12230","2947","295","45","9"
"2020-06-25T00:00:00.000Z","13428","5822","9218","20262","16198","34972","46422","12266","2953","294","45","9"
"2020-06-26T00:00:00.000Z","13502","5839","9248","20347","16237","35095","46583","12275","2955","293","45","9"
"2020-06-27T00:00:00.000Z","13582","5863","9276","20472","16260","35217","46662","12323","2952","296","44","9"
"2020-06-28T00:00:00.000Z","13735","5882","9309","20566","16283","35373","46772","12357","2951","293","44","9"
"2020-06-29T00:00:00.000Z","13769","5899","9333","20633","16352","35532","46928","12382","2948","292","44","9"
"2020-06-30T00:00:00.000Z","13807","5917","9368","20729","16406","35690","47027","12438","2960","290","44","9"
"2020-07-01T00:00:00.000Z","13865","5942","9381","20816","15998","34931","47144","12454","2960","289","44","9"
"2020-07-02T00:00:00.000Z","13926","5954","9410","20884","16025","35072","47273","12489","2962","288","44","9"
"2020-07-03T00:00:00.000Z","13983","5974","9441","20954","16075","35242","47401","12510","2959","286","44","9"
"2020-07-04T00:00:00.000Z","14047","5989","9458","21026","16095","35269","42554","12292","2964","286","45","9"
"2020-07-05T00:00:00.000Z","14094","6006","9478","21090","16129","35404","42644","12318","2964","284","45","9"
"2020-07-06T00:00:00.000Z","14265","6028","9524","21142","16135","35579","42780","12334","2965","284","45","9"
"2020-07-07T00:00:00.000Z","14405","6074","9610","21332","16275","35867","42986","12306","2961","286","43","9"
"2020-07-08T00:00:00.000Z","14553","6153","9743","21788","16466","36241","43272","12316","2955","285","44","9"
"2020-07-09T00:00:00.000Z","14647","6198","9838","22127","16628","36473","43304","12338","2941","284","46","8"
"2020-07-10T00:00:00.000Z","14721","6232","9893","22327","16713","36675","43494","12364","2945","283","47","8"
"2020-07-11T00:00:00.000Z","14811","6252","9935","22495","16178","36836","43652","12399","2942","283","48","8"
"2020-07-12T00:00:00.000Z","14942","6270","10016","22743","16033","37043","43915","12444","2953","281","48","8"
"2020-07-13T00:00:00.000Z","15153","6329","10201","23228","16509","37667","44174","12412","2928","281","46","8"
"2020-07-14T00:00:00.000Z","15350","6373","10310","23491","16804","37586","44297","12390","2926","282","47","8"
"2020-07-15T00:00:00.000Z","15552","6433","10469","23871","17159","38265","44592","12485","2934","278","47","8"
"2020-07-16T00:00:00.000Z","15698","6493","10592","24157","17424","38755","44802","12501","2935","278","48","8"
"2020-07-17T00:00:00.000Z","15807","6547","10700","24432","17578","39060","44904","12506","2919","278","48","8"
"2020-07-18T00:00:00.000Z","15919","6591","10819","24623","17712","39326","44847","12411","2908","276","48","8"
"2020-07-19T00:00:00.000Z","16009","6617","10899","24825","17855","39579","44943","12415","2914","275","48","8"
"2020-07-20T00:00:00.000Z","16116","6646","10964","25026","17990","39875","45035","12400","2912","277","48","8"
"2020-07-21T00:00:00.000Z","16187","6675","11062","25205","18132","40121","45232","12372","2900","276","49","8"
"2020-07-22T00:00:00.000Z","16265","6702","11138","25335","17283","40303","45369","12427","2898","277","49","8"
"2020-07-23T00:00:00.000Z","16383","6722","11188","25525","17458","40626","45600","12488","2903","275","49","8"
"2020-07-24T00:00:00.000Z","16472","6734","11230","25691","17567","40852","45696","12472","2905","278","48","8"
"2020-07-25T00:00:00.000Z","16574","6744","11276","18457","17524","41102","45828","12508","2908","276","50","8"
"2020-07-26T00:00:00.000Z","16651","6766","11329","18669","17659","41281","45878","12487","2901","276","51","8"
"2020-07-27T00:00:00.000Z","16771","6809","11443","18963","17814","41433","45908","12459","2901","276","51","8"
"2020-07-28T00:00:00.000Z","16847","6839","11531","19157","17965","41703","46119","12453","2885","274","51","8"
"2020-07-29T00:00:00.000Z","16917","6863","11587","19329","18105","41909","46246","12445","2885","272","51","8"
"2020-07-30T00:00:00.000Z","16948","6889","11632","19491","18222","42114","46386","12470","2884","273","51","8"
"2020-07-31T00:00:00.000Z","17025","6917","11679","19633","18352","42417","46576","12517","2885","275","50","8"
"2020-08-01T00:00:00.000Z","17096","6934","11740","19788","18510","42725","46745","12588","2894","273","50","8"
"2020-08-02T00:00:00.000Z","17198","6968","11793","19136","18663","43030","46982","12621","2894","271","50","8"
"2020-08-03T00:00:00.000Z","17272","7001","11852","19323","18852","43329","47106","12619","2898","271","50","8"
"2020-08-04T00:00:00.000Z","17390","7036","11971","19648","19334","43729","47440","12624","2896","272","50","8"
"2020-08-05T00:00:00.000Z","17504","7063","12044","19863","19565","44092","47635","12679","2902","271","49","8"
"2020-08-06T00:00:00.000Z","17629","7109","12084","20038","19746","44440","47815","12726","2910","271","49","8"
"2020-08-07T00:00:00.000Z","17778","7148","12167","20332","19966","44849","48023","12764","2902","277","50","8"
"2020-08-08T00:00:00.000Z","17988","7225","12319","20632","20464","45679","40948","12888","2878","279","50","8"
"2020-08-09T00:00:00.000Z","18343","7302","12526","21199","21179","46635","41315","12907","2886","269","50","8"
"2020-08-10T00:00:00.000Z","18590","7376","12698","21634","21724","47369","41482","12879","2870","273","49","8"
"2020-08-11T00:00:00.000Z","18763","7441","12822","21907","22130","47829","40601","12824","2860","272","50","8"
"2020-08-12T00:00:00.000Z","18826","7676","13005","22357","22808","49058","41036","12781","2862","273","48","8"
"2020-08-13T00:00:00.000Z","19048","7975","13251","23008","23852","50657","42157","12828","2863","270","49","9"
"2020-08-14T00:00:00.000Z","","","","","","","","","","","",""
"2020-08-15T00:00:00.000Z","","","","","","","","","","","",""
"2020-08-16T00:00:00.000Z","","","","","","","","","","","",""
"2020-08-17T00:00:00.000Z","","","","","","","","","","","",""
"2020-08-18T00:00:00.000Z","","","","","","","","","","","",""
"2020-08-19T00:00:00.000Z","","","","","","","","","","","",""