datetime,Volume in USD,open,high,low,close
2020-07-31,172404486.8918551,7.41809072359,7.83040389858,7.41809072,7.77291238
2020-07-30,167135815.22918743,7.10793748662,7.5508303044,7.04704044,7.41699155
2020-07-29,144430574.02401546,7.22037702782,7.46813984611,7.03734297,7.11608294
2020-07-28,178276860.33533564,7.0934177588,7.3851379999999995,6.9516292888999995,7.22346045
2020-07-27,358774017.9543817,7.46709871924,7.46709872,6.58350803,7.0955831
2020-07-26,189030519.58988374,7.65083733622,7.8969572,7.33824252,7.49900484
2020-07-25,123108136.11480604,7.43127513663,7.76949217,7.41186116,7.65782354
2020-07-24,117765180.80856383,7.8773307826,7.89611572,7.40788751562,7.43215277
2020-07-23,214308762.0641287,7.45227539659,8.03155887,7.42285043,7.87447715
2020-07-22,182736131.5377109,7.282578224,7.58905961,7.1022777,7.46697514
2020-07-21,207238394.75897935,7.25339976083,7.64057181,7.06152983,7.28157682
2020-07-20,207792551.4438816,8.06967209239,8.10698072,7.24471013,7.2729828
2020-07-19,132019619.18365936,7.95204586754,8.1670286,7.80819312728,8.06518999
2020-07-18,228640196.81872433,8.2688150295,8.2688150295,7.79344958,7.95927977
2020-07-17,171091061.3078192,8.37644648,8.55090935858,8.21657201,8.28039298
2020-07-16,393114071.4972872,8.64042980967,8.75488067,8.05315886,8.33770628
2020-07-15,446505400.09722126,8.09608379979,8.74196262203,7.8641148265,8.64312279
2020-07-14,478210891.39996773,7.17394195655,8.25062985599,7.0424549,8.10346502
2020-07-13,652592690.6203125,7.30674115179,8.23371698596,6.97627090282,7.18229114
2020-07-12,350475769.8806395,6.11008289997,7.30918344,6.11008289997,7.30918344
2020-07-11,79019520.65503083,6.15327014,6.2406913212,6.00269083692,6.11968689
2020-07-10,143218669.75735122,6.10614182,6.16894717,5.75206929,6.13847502
2020-07-09,198938978.40341356,6.46751011,6.46751011,5.79993741,6.10431068
2020-07-08,313390943.68648535,5.72093901,6.4915921593,5.63768097,6.47572487
2020-07-07,208979559.3854109,5.34443142,5.85658084465,5.32995469,5.7128167
2020-07-06,158576767.408994,4.74269169477,5.38531604759,4.7379093152100005,5.36505325
2020-07-05,38457730.59427408,4.79695295404,4.83525702943,4.64728236872,4.74216976
2020-07-04,30912620.654655,4.73928683,4.84911284491,4.72237174,4.80455775
2020-07-03,54490665.257702574,4.84085989,4.90664120957,4.73416852,4.74328060203
2020-07-02,84506432.42643358,4.71490258,4.9126227700000005,4.67060767,4.84500392137
2020-07-01,40864684.490976445,4.57802087595,4.74047925337,4.53105401688,4.70151175404
2020-06-30,27547529.916117597,4.61960753,4.66807193,4.55408562,4.56918885
2020-06-29,44993019.3495663,4.56697561013,4.652367,4.4487809,4.61792962
2020-06-28,48003791.942829594,4.42982121137,4.62665502,4.38685512,4.5634833
2020-06-27,65013365.213346235,4.67732008,4.6948411100000005,4.37335033504,4.42655159
2020-06-26,56465912.0087028,4.81128474,4.85655816,4.66336549267,4.68080532
2020-06-25,85287892.51491073,4.71401348347,4.82443074465,4.5473699199999995,4.81104667727
2020-06-24,115830591.81226972,4.81640089,4.93388413816,4.54730573203,4.71901691
2020-06-23,155635984.17569315,4.46826719035,4.94150621361,4.40752135,4.80625153
2020-06-22,60784359.86695072,4.18572873,4.47036069,4.18572873,4.46793424
2020-06-21,16120509.238584159,4.19132400774,4.20981561,4.15377113,4.18914952
2020-06-20,33519120.418014,4.07730494004,4.21130474,4.05273184,4.17076968
2020-06-19,26304775.27094637,4.16674842354,4.18811189,4.05409127913,4.07996193
2020-06-18,38813273.94838592,4.1636517987,4.23352500195,4.11867419067,4.16898037
2020-06-17,44406854.0341998,4.04811694877,4.17007241,3.99664194,4.1636694
2020-06-16,34713836.0417812,3.9300500832700003,4.08400385726,3.90378326286,4.04871403
2020-06-15,67148084.49627125,3.95715111791,3.99321134,3.67960051,3.9339029500000002
2020-06-14,19678824.65903454,4.11649954,4.11649954,3.95501319,3.95501319
2020-06-13,18124938.294679023,4.09285566372,4.12062192,4.02268851,4.11465273
2020-06-12,48277270.93498056,3.9431944,4.17523684,3.8959690399999998,4.09094191
2020-06-11,69940921.01105246,4.42334897299,4.45502228,3.93839159282,3.97633543109
2020-06-10,31315938.68462514,4.45134749,4.45134749,4.33941596,4.42030134
2020-06-09,30411702.84700422,4.46987796,4.48320132,4.38717731,4.45014881
2020-06-08,25384922.7281846,4.35048984726,4.45924294493,4.32946349237,4.45924294493
2020-06-07,25310899.29621344,4.34444193,4.40047713462,4.24173593,4.34993312
2020-06-06,16139307.977608481,4.36855328006,4.40237788,4.33100217,4.34262346
2020-06-05,25648473.46977096,4.43271578807,4.48698497,4.35922737,4.37743734
2020-06-04,37437591.08962821,4.48903096,4.50538519006,4.31883181,4.43301963
2020-06-03,47364527.13877797,4.39026969,4.53417709,4.32145870292,4.49072943
2020-06-02,89008652.22950998,4.38490707433,4.60659893,4.2405902,4.38683383
2020-06-01,95922381.68139231,4.12817134,4.46565385,4.12817134,4.38064232
2020-05-31,60597963.85131891,4.16902652738,4.25689880786,4.06385286,4.13230192235
2020-05-30,42917921.70958032,3.98716450281,4.16844942,3.94850095,4.16844942
2020-05-29,45462718.29501974,4.03249261,4.09937468,3.95908368,3.98659426
2020-05-28,39173673.109475516,3.85491741,4.03584621,3.84106961,4.02535056
2020-05-27,35759500.84487716,3.83863668,3.91905376,3.8173388932,3.85770281
2020-05-26,33033145.23243918,3.8672338917999998,3.87974646327,3.78855217,3.83627742
2020-05-25,39082607.93004104,3.81395312169,3.89876811,3.8051413800000002,3.86993336
2020-05-24,50450261.36890532,3.94296433,4.02209859,3.83632223,3.83632223
2020-05-23,53074059.17436738,4.06973866,4.09715039081,3.92633037082,3.95506071
2020-05-22,67734325.49245524,3.84413826771,4.11873365,3.81526763,4.07028234
2020-05-21,89173789.7276944,4.07593239803,4.14801283446,3.77031165129,3.84775124
2020-05-20,104751384.34040125,3.9223258147599998,4.11809213,3.9223258147599998,4.07104932
2020-05-19,36178071.13442085,3.88831112855,3.92247645,3.79507218,3.92247645
2020-05-18,57397151.430014215,3.78227615,3.94051241208,3.78227615,3.88534597
2020-05-17,38129715.35950956,3.75984375178,3.83857698,3.7573041664,3.78432946
2020-05-16,38375277.93371244,3.6709102099999997,3.78424778,3.6301544416500002,3.76009466
2020-05-15,48831917.92125364,3.8006485026,3.83719168608,3.65057683809,3.6746531300000003
2020-05-14,66450014.30861235,3.7609757374,3.8485541127,3.70460063,3.79938705
2020-05-13,53070408.95074906,3.6884590213,3.80093098925,3.66845049,3.76042427
2020-05-12,60792363.64256055,3.57815839592,3.79063417599,3.55962867,3.69237351
2020-05-11,107823329.5915944,3.76091401115,3.82283441,3.41385008,3.58506515
2020-05-10,163023631.53460088,4.02521455,4.02521455,3.60076326,3.7613252900000003
2020-05-09,168105911.59279317,3.81857399955,4.17484367,3.80137634956,4.0373559153
2020-05-08,79197129.38996084,3.7530157919400002,3.8549659849199998,3.7067946000000003,3.82210863
2020-05-07,89079935.83505376,3.63766006375,3.83007572241,3.57810007,3.75401776
2020-05-06,49663805.32809575,3.68529700307,3.76397113158,3.63645775,3.63645775
2020-05-05,37528784.34077145,3.78477347,3.80062749384,3.67852784608,3.68769293
2020-05-04,83741190.98270695,3.72001441573,3.82200674,3.54010604,3.76790041
2020-05-03,47398424.73680496,3.8244166842,3.86686058,3.66834497,3.72216936
2020-05-02,39008779.91622679,3.78399418508,3.86751878745,3.76922017,3.82218269
2020-05-01,70086375.649089,3.71909949407,3.91173129044,3.71909949407,3.7831845
2020-04-30,110338933.63838619,3.9028544156700002,3.95999549,3.68666416879,3.72047673
2020-04-29,133902917.84988801,3.67072969018,3.96384497198,3.64783468,3.90606859
2020-04-28,56816115.74089326,3.64549393661,3.73389607,3.59882366501,3.67532463
2020-04-27,87695601.63623427,3.72262392807,3.74260983,3.49839591,3.64189852
2020-04-26,70201592.94812703,3.8023792800000003,3.83033726664,3.69888869,3.7167778399999998
2020-04-25,47608778.08494256,3.8005342,3.88645547155,3.77848826384,3.80308828
2020-04-24,59396982.894357786,3.7377068247,3.89238388422,3.7377068247,3.80456256161
2020-04-23,92837610.7226738,3.67874417989,3.8186437965,3.63549736511,3.72501039
2020-04-22,72119135.80586666,3.47786500085,3.69372671646,3.46297448,3.67881461
2020-04-21,80283650.53420089,3.45598915426,3.57741772902,3.43695289772,3.47627879
2020-04-20,125204434.07902206,3.63778539134,3.78201036951,3.43572089883,3.45832739
2020-04-19,105605107.79323423,3.78114347516,3.8051357599999998,3.59250086,3.63756829
2020-04-18,108153441.41372359,3.48376911,3.80048572,3.47918233396,3.78345863
2020-04-17,76747248.78393374,3.48137701,3.52468449974,3.4116050278,3.47704575
2020-04-16,150486519.28621036,3.10002565377,3.5124193138699997,3.02588029,3.47483102868
2020-04-15,87275169.65639485,3.22890371,3.30620201841,3.12901549,3.12901549
2020-04-14,107515999.23321112,3.37317399753,3.43815414984,3.23080530572,3.24069341222
2020-04-13,175177368.4924177,3.44048912541,3.44605529,3.30796706533,3.36980461
2020-04-12,204533111.3506693,3.28806587736,3.58992097,3.18614057,3.46261159
2020-04-11,182353676.85589543,3.23609557259,3.42474634925,3.08901777615,3.28231322
2020-04-10,255396795.4656888,3.32431642,3.32745323038,2.97540406077,3.21709971
2020-04-09,232844660.4732822,3.15063186,3.4436943512,3.13578068,3.32221456915
2020-04-08,165380832.28714728,2.7218085693600003,3.24049803,2.7146442568299998,3.13904086
2020-04-07,170115833.7042874,2.53521768,2.86808654,2.53521768,2.71798532
2020-04-06,65647624.56170193,2.2781219035599998,2.5156885,2.27785027,2.51341431
2020-04-05,15146142.554616962,2.325268,2.32601609256,2.26320427,2.27732502
2020-04-04,27639464.128855042,2.30397413405,2.32632678,2.27144894,2.3262131200000002
2020-04-03,36536797.29165695,2.30052307,2.3788240800000002,2.28705467,2.30506691
2020-04-02,58060158.831578396,2.28321436842,2.38752901,2.26634851,2.3017092
2020-04-01,59921886.7168185,2.28062334,2.2939798425199998,2.16149771,2.2782597
2020-03-31,43054456.42173403,2.14620207808,2.27546682226,2.12332001887,2.27034353
2020-03-30,36402151.746421516,2.0258035,2.1822319,2.01548033163,2.15332009
2020-03-29,28460031.389620867,2.1367501,2.15138502,2.02447640355,2.02516823
2020-03-28,46577014.846389726,2.17828578304,2.17828578304,2.0665473,2.13671106
2020-03-27,39880574.85081217,2.30453808,2.33562816,2.17497064,2.17497064
2020-03-26,35627530.078110956,2.25984778862,2.29513768,2.22895523458,2.29513768
2020-03-25,48925790.678876586,2.31326057409,2.32674692,2.21682886381,2.25967506
2020-03-24,81057097.18654911,2.23499743951,2.35865194184,2.19989346698,2.30789666
2020-03-23,100424001.9995355,1.99263757647,2.2377927,1.94943543914,2.2377927
2020-03-22,82662316.799519,2.27407279553,2.31480075,1.96413531319,1.98886538
2020-03-21,77503518.7225312,2.25815861441,2.33106773,2.12999086503,2.27161538
2020-03-20,170612095.94763327,2.253060112,2.5975966014000003,2.0948016799999998,2.24790017
2020-03-19,153790324.1228246,1.89982630363,2.34381353645,1.88340661,2.24666629
2020-03-18,82888309.69892272,1.8392286442099999,1.90487588,1.78835821,1.88770024
2020-03-17,118699783.94519,1.7807062781,2.04624090908,1.75712646213,1.842805
2020-03-16,172624661.99743298,2.10585782032,2.10585782032,1.59966610416,1.77987702
2020-03-15,101895409.0446888,2.14363097487,2.3412548,2.05002875218,2.10921103
2020-03-14,94620503.49604927,2.42585691977,2.50060467,2.10145555,2.14351763
2020-03-13,347446599.6934744,2.0892267,2.71125449238,1.50686783,2.42113454
2020-03-12,309606458.082479,3.82562583767,3.83406802,1.96829263,2.06342105624
2020-03-11,144513301.39233035,4.08752107038,4.10682811985,3.61041682,3.81751671
2020-03-10,141877795.39492765,4.10284344126,4.2032,3.95245002,4.08493172
2020-03-09,258331148.34568858,4.11982778524,4.33881163,3.6761382722600002,4.06391531
2020-03-08,178282300.89170477,4.33234201,4.43200635283,3.90928078,4.08967065
2020-03-07,94122263.0916015,4.67475055579,4.67899424147,4.34052383,4.34459305
2020-03-06,88316709.94929217,4.71826588243,4.74380955,4.57016621906,4.67849758
2020-03-05,145760755.0925853,4.65358873684,4.88531472,4.64393990549,4.72125439
2020-03-04,221061015.18712148,4.59413467506,4.94843467,4.57726999938,4.64487142
2020-03-03,182279418.16320017,4.21584058767,4.64782598,4.15610181,4.58363194
2020-03-02,120266254.41904153,3.86867694978,4.30965872,3.83206702,4.21500712
2020-03-01,121534222.19430993,4.09846852,4.20423703,3.81050267,3.87953259
2020-02-29,119130072.7851617,4.17298987652,4.35139967,4.1085409,4.1085409
2020-02-28,158574523.14063382,3.94233640378,4.19926149,3.78872501,4.16191001
2020-02-27,173919166.0851766,3.57392779931,4.1097446275,3.45867820817,3.94859523
2020-02-26,183115629.28286266,3.50093477055,3.8260789702,3.34066914,3.60072471
2020-02-25,104300308.14004256,3.91534311672,3.95299393,3.5131040799999997,3.5131040799999997
2020-02-24,81413654.15909153,4.23112457,4.2688983391,3.82549206,3.91367262
2020-02-23,57725617.102796584,4.1074588399,4.35618314,4.08762881,4.24132971284
2020-02-22,65103811.60570531,4.27945139,4.33569183,4.06970782,4.10293721
2020-02-21,80882494.23897138,4.27254923,4.48215155744,4.21217656139,4.29408261697
2020-02-20,117573279.96291804,4.38640647,4.45808662393,4.12858326557,4.27136868
2020-02-19,123151176.10782479,4.54817599742,4.81628662279,4.36323018881,4.4013259
2020-02-18,141862689.970929,4.29766560724,4.58648515197,4.15808204,4.54379655
2020-02-17,202109785.13506538,4.48331748512,4.54565646184,3.88699355234,4.29700866
2020-02-16,251601402.4692352,4.29889106269,4.8309791,4.17875862,4.50417141
2020-02-15,187898090.0044849,4.4172618,4.60699622022,4.12238516,4.30466068
2020-02-14,144162850.39862388,3.87765056,4.46794845549,3.81393912,4.41437329
2020-02-13,98830324.56697708,4.01480885,4.09156529,3.77364885,3.87510770678
2020-02-12,183051184.93487537,4.00566075,4.19423282,3.86882614826,4.01729210708
2020-02-11,149335898.100545,3.40111909,3.97555867081,3.3579994,3.97555867
2020-02-10,60368873.634951994,3.48499488652,3.48499488652,3.29325640752,3.4108350094
2020-02-09,66936610.59194814,3.41055773315,3.47731287,3.27160844,3.47731287
2020-02-08,97370435.92385648,3.32343725,3.45172804256,3.15312390211,3.41445737
2020-02-07,143480000.1380424,2.88355245376,3.34903762,2.88355245376,3.3085318
2020-02-06,34677211.1302764,2.84607903,2.92970563233,2.810487,2.8846819
2020-02-05,37035240.86963676,2.7409153,2.87431878,2.73070111,2.8452501203000002
2020-02-04,29236648.23547389,2.7718025600000002,2.79946353012,2.68693773012,2.74007230679
2020-02-03,22421838.266954485,2.8312539775000003,2.86296889,2.75812128,2.7746774475400002
2020-02-02,23964638.799044788,2.83948891049,2.89239998,2.73974346471,2.83258143
2020-02-01,21866650.9253648,2.82436273396,2.87288239,2.75541887949,2.8389531999999997
2020-01-31,31556173.52921796,2.91478879908,2.9147888,2.7829208041699998,2.82379137
2020-01-30,51841354.28810688,2.78124401,2.93719772422,2.72433495674,2.91298812
2020-01-29,39172376.43832275,2.65957268,2.8109162899999998,2.64805923543,2.78240467989
2020-01-28,23145218.36401437,2.612556,2.66738507069,2.60013781,2.65560997495
2020-01-27,24892136.800443113,2.57390585543,2.67670743363,2.57390585543,2.60965199
2020-01-26,14443090.381602181,2.45127939792,2.57270108113,2.4375823307899998,2.57158166
2020-01-25,13519499.78654336,2.5071269000000003,2.51165347,2.42891725,2.45652584
2020-01-24,27286536.92552124,2.4646823299,2.52990845327,2.37550479339,2.50438961
2020-01-23,35176625.64609138,2.64652197301,2.64882529529,2.43739411,2.46210877
2020-01-22,13855908.95669598,2.6772967100000002,2.68486049,2.62606312746,2.64558174
2020-01-21,26428312.71038485,2.6924054699999997,2.73466674081,2.58494916,2.6780334856
2020-01-20,31534876.341157842,2.62403551,2.73743442119,2.5541384000000003,2.69729864
2020-01-19,46071990.76663694,2.77622151,2.83699289,2.55874655528,2.61895081
2020-01-18,40943599.62330449,2.6969429700000003,2.78857479303,2.61220129,2.77640722606
2020-01-17,101934567.79559405,2.49530326,2.8306495933,2.46712315,2.72410907
2020-01-16,41005138.8355745,2.40405218365,2.50026081567,2.29782174,2.48447858
2020-01-15,51205744.08467546,2.37194864,2.56721926,2.36268672981,2.40497726
2020-01-14,52176144.20785718,2.19035848,2.45069671687,2.18193026,2.38350769482
2020-01-13,16099600.927731302,2.2376103,2.24049838356,2.16421794,2.19245327
2020-01-12,18754865.53976518,2.27830959964,2.31045996,2.22688561302,2.24389159273
2020-01-11,33422849.700840037,2.22269884306,2.33492205,2.22269884306,2.28324698
2020-01-10,37524192.08413998,2.19697798043,2.25864421,2.16184505,2.22395934
2020-01-09,37535129.699793875,2.18644643276,2.2326946889,2.11458561,2.1860488399999998
2020-01-08,85334872.79403244,2.11122896,2.32842251191,2.10991546,2.18360578
2020-01-07,48231533.13509325,1.9389975047,2.12383856,1.90626795245,2.11311871315
2020-01-06,19785644.676791146,1.80865659497,1.93767123984,1.80865659497,1.9367822639
2020-01-05,9669300.611706123,1.8416022060600001,1.85480338417,1.8044574470299999,1.8089814308199998
2020-01-04,8923716.51660991,1.80866260621,1.8498715856899999,1.79023059882,1.83887879162
2020-01-03,9970131.475307424,1.74180706925,1.82580018244,1.7140169644299998,1.81099747323
2020-01-02,8266271.007689731,1.8076675932500001,1.8134808707,1.72165803478,1.74114365074
2020-01-01,8249614.377094682,1.76900795006,1.8509351778699998,1.76401728416,1.80534660929
2019-12-31,9751474.331970038,1.83777373931,1.84027786227,1.76317367546,1.76965005098
2019-12-30,6148122.117950211,1.8984752656400001,1.9056351660300002,1.83207128516,1.84014908801
2019-12-29,9082411.295756945,1.87781877847,1.91889480655,1.86015235328,1.90267256529
2019-12-28,7433352.865688194,1.88657304557,1.90855041612,1.87024679075,1.87433756185
2019-12-27,14866289.38823322,1.86075469203,1.9458124516500002,1.85428605675,1.88818319418
2019-12-26,14633782.06536551,1.80464269447,1.94012277711,1.7874858920499999,1.86600831305
2019-12-25,8674840.10706561,1.85928441561,1.85928441561,1.78858994538,1.80817185913
2019-12-24,10801877.683134759,1.87755255597,1.8857580888,1.8353219270699999,1.86062190521
2019-12-23,14389218.33873061,1.93461986276,1.9561076843,1.86173969078,1.87715833911
2019-12-22,13581305.86284367,1.8746125175300001,1.94452713271,1.87175562016,1.93722453552
2019-12-21,12808324.244809793,1.92402791833,1.92830628298,1.87266622975,1.87273150082
2019-12-20,23642658.520049796,1.82143625356,1.92382654244,1.8026252567799999,1.92382654244
2019-12-19,28514566.138808846,1.88046090843,1.88834422191,1.7480713033200002,1.82026582853
2019-12-18,40091742.93632202,1.74835735789,1.88117395243,1.6575741608899999,1.88117395243
2019-12-17,36884409.399718754,1.98277172394,2.0060239346,1.72549787165,1.74583573052
2019-12-16,15534100.77263671,2.08675847256,2.08675847256,1.97733942842,1.98247722701
2019-12-15,18146809.440592103,2.00923620802,2.11845254958,1.98360276175,2.0868401698
2019-12-14,12105883.126376038,2.07772104367,2.09398534512,1.9925026104399999,2.01056397086
2019-12-13,15890330.647578923,2.11947159339,2.13052475865,2.0737256676,2.07732354361
2019-12-12,32317280.30610555,2.17918500972,2.19445037589,2.05834078592,2.11907129302
2019-12-11,36158907.86685791,2.27514138044,2.29550053829,2.15594461474,2.1759608678
2019-12-10,90019942.91109447,2.09290420074,2.27645479531,2.06747645549,2.27065695432
2019-12-09,18316037.54078505,2.05738008983,2.09261668504,2.0230212475,2.09103155718
2019-12-08,13591682.667170106,2.06069981087,2.09116595464,2.02866155106,2.05820823084
2019-12-07,16136505.533099784,2.09656274999,2.10774410088,2.05488977487,2.06119202464
2019-12-06,24845385.15795473,2.02537034395,2.10438040046,1.98842905601,2.09244189683
2019-12-05,33615676.23664898,2.04032683543,2.10508036256,1.97276482722,2.02580749308
2019-12-04,34506995.384194806,2.13048389566,2.13448044433,2.01911162517,2.0486519358
2019-12-03,22504198.527345646,2.09482629054,2.19298454294,2.05054651265,2.12998516646
2019-12-02,22419625.69171957,2.16744735386,2.17490209975,2.06531635664,2.09497572065
2019-12-01,20011786.878585264,2.2411532044699998,2.2411532044699998,2.1417420758,2.16713155432
2019-11-30,15875757.451314019,2.34224644162,2.35649006476,2.21651386917,2.24207609749
2019-11-29,26465760.018271487,2.27847527397,2.3616702401,2.26966980503,2.34262031338
2019-11-28,35161194.86572389,2.2312708303,2.32704376846,2.19327563479,2.27192513303
2019-11-27,46428174.21404039,2.25952736779,2.28741266754,2.13969947008,2.22916582871
2019-11-26,45861551.80832176,2.26675586439,2.35630578901,2.17989283915,2.27642836248
2019-11-25,49584539.56310858,2.26183422546,2.37922482562,2.05664761406,2.27506513547
